id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W4-379,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH6 — Trigonometry,special angle,MATH-WP,Single-step Application,Easy,Premium,English,,What is cos60°?,0,√2/2,1/2,√3/2,C,The standard exact value is 1/2.,,Use special-angle values.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-380,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH6 — Trigonometry,law of cosines,MATH-WP,Single-step Application,Moderate,Premium,English,,Two sides of a triangle are 6 and 8 with included angle 60°. The opposite side squared is:,28,36,100,52,D,c²=36+64−2(6)(8)(1/2)=100−48=52.,100−48=52,Use the included angle in the law of cosines.,155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-381,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH6 — Trigonometry,law of sines,MATH-WP,Single-step Application,Moderate,Premium,English,,Side a=9 is opposite 30°. Side b is opposite 90°. What is b?,18,4.5,9,27,A,9/sin30=b/sin90; 9/0.5=18.,9/0.5=18,Pair each side with its opposite angle.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-382,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH6 — Trigonometry,identity,MATH-WP,Single-step Application,Easy,Premium,English,,Simplify sin²θ+cos²θ.,0,1,tan²θ,2,B,The Pythagorean identity equals 1.,,Recognize fundamental trigonometric identities.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-383,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH6 — Trigonometry,bearing magnitude,MATH-WP,Single-step Application,Easy,Premium,English,,A displacement is 9 km east and 12 km north. Its magnitude is:,18 km,21 km,15 km,108 km,C,√(9²+12²)=√225=15 km.,√225=15,Perpendicular components form a right triangle.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-384,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH6 — Trigonometry,angle from ratio,MATH-WP,Single-step Application,Easy,Premium,English,,"If sinθ=√3/2 and θ is acute, θ is:",30°,45°,90°,60°,D,sin60°=√3/2.,,Match exact special-angle ratios.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-385,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH6 — Trigonometry,two-step height,MATH-WP,Single-step Application,Moderate,Premium,English,,"From a point 30 m from a tower, the angle of elevation is 30°. Ignoring eye height, the tower height is:",10√3 m,15 m,30√3 m,60 m,A,h=30 tan30°=30/√3=10√3 m.,30/√3=10√3,Use tangent for opposite and adjacent sides.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-386,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,arithmetic nth term,MATH-WP,Analysis/Evaluation,Difficult,Free,English,,"Find the 18th term of 4, 9, 14, 19, ...",84,89,94,99,B,a18=4+17(5)=89.,4+85=89,Use a_n=a_1+(n−1)d.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-387,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,arithmetic sum,MATH-WP,Multi-step Application,Moderate,Premium,English,,"Find the sum of the first 15 terms of 2, 5, 8, ...",315,330,345,360,C,a15=2+14(3)=44; S=15(2+44)/2=345.,a15=44 | S=15×46/2=345,Find the final term before using the sum formula.,155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-388,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,geometric nth term,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"Find the 8th term of 3, 6, 12, ...",192,256,768,384,D,a8=3×2⁷=384.,3×128=384,The exponent is n−1.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-389,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,geometric sum,MATH-WP,Analysis/Evaluation,Moderate,Premium,English,,Find 2+6+18+54.,80,72,96,108,A,The sum is 80.,,Add directly or use a finite geometric-series formula.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-390,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,recursive rule,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"What is the next term: 5, 12, 26, 54, ____?",82,110,106,112,B,Each term is twice the previous plus 2: 54×2+2=110.,,Test the recurrence across every transition.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-391,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,difference pattern,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"The sequence 1, 5, 11, 19, 29 has differences 4,6,8,10. The next term is:",39,43,41,45,C,"The next difference is 12, so 29+12=41.",,Constant second differences indicate a quadratic pattern.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-392,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,alternating operations,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"Find the next term: 6, 18, 16, 48, 46, ____",92,140,144,138,D,"The pattern alternates ×3, −2; 46×3=138.",,Separate alternating operations.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-393,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,recursive addition,MATH-WP,Analysis/Evaluation,Moderate,Premium,English,,"A sequence begins 2, 5, 7, 12, 19. What is the next term?",31,24,28,38,A,Each term after the second is the sum of the previous two: 12+19=31.,,Check whether each term combines previous terms.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-394,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,explicit rule,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"Which formula generates 7,11,15,19,...?",a_n=4n−1,a_n=4n+3,a_n=7n−3,a_n=3n+4,B,"For n=1, 4(1)+3=7 and the common difference is 4.",,Match both first term and common difference.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-395,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH7 — Sequences and Pattern Reasoning,growth comparison,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"For sufficiently large n, which grows fastest?",n³,3n,3^n,√n,C,Exponential growth eventually exceeds polynomial and root growth.,,Compare long-run growth classes.,155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-396,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,mean unknown,MATH-WP,Analysis/Evaluation,Difficult,Free,English,,"The mean of 6, 9, 11, 14, and x is 12. Find x.",10,15,24,20,D,"Total must be 60; known total is 40, so x=20.",60−40=20,Mean times number of values gives total.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-397,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,median,MATH-WP,Analysis/Evaluation,Moderate,Premium,English,,"What is the median of 4, 12, 7, 9, 15, and 3?",8,7,9,10,A,"Ordered values are 3,4,7,9,12,15; median=(7+9)/2=8.",,Order the data before locating the middle.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-398,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,variance concept,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,Which data set has zero variance?,"2,4,6,8","5,5,5,5","1,1,2,2","0,5,10,15",B,Variance is zero only when all values are identical.,,Variance measures spread around the mean.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-399,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,simple probability,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,A card is chosen from numbers 1–10. Probability it is a multiple of 3 is:,1/5,2/5,3/10,1/2,C,"The favorable numbers are 3,6,9: 3 out of 10.",,Count favorable outcomes in the sample space.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-400,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,complement probability,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"If the probability of rain is 0.35, the probability of no rain is:",0.35,0.50,1.35,0.65,D,The complement is 1−0.35=0.65.,,Complementary probabilities sum to 1.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-401,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,conditional probability,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"A box has 4 red and 6 blue balls. Given that the selected ball is not blue, the probability it is red is:",1,2/5,3/5,4/10,A,Not blue means the ball must be red.,,Restrict the sample space to the given condition.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-402,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,combination,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,How many committees of 3 can be chosen from 6 people?,18,20,60,120,B,6C3=20.,,Order does not matter in a committee.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-403,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,permutation,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,"How many three-letter arrangements can be made from A, B, C, D without repetition?",4,12,24,64,C,4P3=4×3×2=24.,,Order matters in arrangements.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-404,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,expected value,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,A game pays ₱20 with probability 0.25 and ₱0 otherwise. Expected payout is:,₱4,₱10,₱20,₱5,D,20(0.25)=₱5.,,Expected value is the probability-weighted average.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-405,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH8 — Statistics and Probability,correlation caution,MATH-WP,Analysis/Evaluation,Difficult,Premium,English,,A strong correlation between two variables means:,"they vary together, but causation is not automatically established",one definitely causes the other,the variables are identical,no third factor can matter,A,Correlation alone does not isolate cause.,,Look for confounders and study design before claiming causation.,155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-406,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,simple interest,MATH-WP,Single-step Application,Easy,Free,English,,"What simple interest is earned on ₱12,000 at 4% per year for 3 years?",₱480,"₱1,440",₱960,"₱13,440",B,I=Prt=12000×0.04×3=1440.,"12,000×0.12=1,440",Simple interest uses the original principal.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-407,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,compound interest,MATH-WP,Single-step Application,Moderate,Premium,English,,"₱5,000 grows at 20% annually for 2 years. Final amount is:","₱6,000","₱7,000","₱7,200","₱10,000",C,5000(1.2)²=5000(1.44)=7200.,5000×1.44=7200,Compound growth applies to the updated balance.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-408,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,combined work,MATH-WP,Multi-step Application,Moderate,Premium,English,,One pump fills a tank in 8 h and another in 12 h. Together they take:,5 h,10 h,20 h,4 h 48 min,D,Rate=1/8+1/12=5/24 tank/h; time=24/5 h=4.8 h=4 h 48 min.,5/24 | 24/5 h,Add rates and then take the reciprocal.,155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-409,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,mixture,MATH-WP,Multi-step Application,Moderate,Premium,English,,How many liters of 60% solution should be mixed with 8 L of 15% solution to make 30% solution?,4 L,2 L,6 L,8 L,A,"0.6x+1.2=0.3(x+8); 0.3x=1.2, so x=4.",0.6x+1.2=0.3x+2.4 | x=4,Conserve the amount of solute.,155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-410,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,relative motion,MATH-WP,Single-step Application,Moderate,Premium,English,,"Two vehicles leave the same point in the same direction at 50 km/h and 70 km/h. After 3 h, the faster vehicle is ahead by:",20 km,60 km,40 km,210 km,B,Relative speed=20 km/h; lead=20×3=60 km.,20×3=60,Same-direction separation uses the speed difference.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-411,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,age problem,MATH-WP,Multi-step Application,Moderate,Premium,English,,"Mia is twice Leo's age. In 6 years, their ages will total 42. Leo's current age is:",8,12,10,14,C,"Let Leo=x and Mia=2x. Then x+6+2x+6=42, so 3x=30 and x=10.",3x+12=42 | x=10,Translate both present and future ages.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-412,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,fixed perimeter optimization,MATH-WP,Single-step Application,Moderate,Premium,English,,Which rectangle with perimeter 32 m has the greatest area?,1×15,4×12,6×10,8×8,D,"For fixed perimeter, the square gives maximum area.",,The square maximizes rectangle area for fixed perimeter.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-413,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,tax and discount,MATH-WP,Multi-step Application,Moderate,Premium,English,,"A ₱1,500 item is discounted 10%, then 12% tax is applied. Final price is:","₱1,512","₱1,350","₱1,500","₱1,680",A,1500×0.90×1.12=1512.,1500×0.9=1350 | 1350×1.12=1512,Apply successive percentage factors in order.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-414,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,ratio contribution,MATH-WP,Single-step Application,Easy,Premium,English,,"Three partners invest in the ratio 2:5:3. A ₱50,000 profit is shared proportionally. The middle ratio share receives:","₱10,000","₱25,000","₱15,000","₱30,000",B,"Total parts=10; five parts receive half the profit=₱25,000.","50,000×5/10=25,000",Use the ratio share as a fraction of the total.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-415,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH9 — Applied Quantitative Problems,average speed,MATH-WP,Single-step Application,Moderate,Premium,English,,A cyclist travels 40 km at 20 km/h and 40 km at 40 km/h. Average speed is:,24 km/h,30 km/h,26.7 km/h,32 km/h,C,Total distance=80; total time=2+1=3 h; average=80/3≈26.7 km/h.,80/3≈26.7,Equal distances do not make the arithmetic mean of speeds valid.,155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-416,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",total passengers,MATH-DATA,Analysis/Evaluation,Difficult,Free,English,W4-MATHTRAN-086,What is the total number of passengers across all four routes?,"4,540","5,040","6,040","5,540",D,1200+1500+1080+1760=5540.,sum=5540,Add all entries in the passenger column.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-417,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",passengers per trip A,MATH-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-MATHTRAN-086,Route A averaged how many passengers per trip?,30,20,40,48,A,1200/40=30.,1200/40=30,Compute a unit rate.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-418,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",highest passengers per trip,MATH-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-MATHTRAN-086,Which route had the highest average passengers per trip?,Route A,Route C,Route B,Route D,B,"A=30, B=30, C=36, and D=32 passengers per trip.",1080/30=36,Compare ratios rather than totals.,155,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-419,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",route D trip increase,MATH-DATA,Multi-step Application,Moderate,Premium,English,W4-MATHTRAN-086,"If Route D increased from 55 to 66 trips with the same passengers per trip, expected passengers would be:","1,920","2,000","2,112","2,320",C,Route D averages 1760/55=32 passengers/trip; 66×32=2112.,1760/55=32 | 66×32=2112,Find the unit rate before scaling.,115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-420,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",median passengers,MATH-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-MATHTRAN-086,What is the median passenger count among the four routes?,"1,200","1,500","1,630","1,350",D,"Ordered counts are 1080,1200,1500,1760; median=(1200+1500)/2=1350.",,"For an even count, average the two middle values.",115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-421,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",total water use,MATH-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-MATHWATER-087,What was the total water use from May through August?,102 m³,92 m³,99 m³,108 m³,A,24+21+27+30=102 m³.,sum=102,Add the monthly values.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-422,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",May unit cost,MATH-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-MATHWATER-087,The May bill per cubic meter was:,₱24,₱30,₱32,₱36,B,720/24=₱30 per m³.,720/24=30,Divide the bill by the volume used.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-423,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",July-August percent increase,MATH-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-MATHWATER-087,Water use increased from 27 m³ in July to 30 m³ in August. The percent increase was about:,10%,12.5%,11.1%,30%,C,Increase=3; 3/27×100≈11.1%.,3/27×100≈11.1%,Use July as the original value.,115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-424,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",highest unit water cost,MATH-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-MATHWATER-087,Which month had the highest bill per cubic meter?,May,June,July,August,D,"Rates are 30,31,31,32 pesos per m³; August is highest.",,Compare bill-to-use ratios.,155,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-425,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,"MATH10 — Tables, Charts, and Quantitative Interpretation",supported water claim,MATH-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-MATHWATER-087,Which statement is best supported by the table?,August had both the highest use and the highest bill.,June had the highest use.,The unit price was identical each month.,Use decreased every month.,A,"August lists the largest use, 30 m³, and the largest bill, ₱960.",,Verify every part of a compound claim.,115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-426,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,gear direction,MECH-DIAG,Analysis/Evaluation,Moderate,Free,English,W4-MECHGEAR-088,"In the four-gear diagram, if Gear A rotates clockwise, how does Gear D rotate?",clockwise,counterclockwise,it remains still,direction cannot be determined,B,"There are three external gear contacts, and each reverses direction.",,An odd number of external meshes reverses rotation.,115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-427,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,gear speed,MECH-DIAG,Analysis/Evaluation,Moderate,Premium,English,W4-MECHGEAR-088,"Compared with Gear A, the much smaller Gear D generally rotates:",more slowly,at exactly the same angular speed,faster,without torque,C,A smaller driven gear turns faster than a larger driver.,,Angular speed is inversely related to tooth count.,115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-428,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,idler gear,MECH-DIAG,Analysis/Evaluation,Difficult,Premium,English,W4-MECHGEAR-088,Gear B primarily acts as an idler. Its presence changes:,the total energy created,the number of teeth on Gear A,the material density,"rotation direction and spacing, but not the ratio determined by the first and final gears",D,An idler transmits motion and reverses direction but does not alter the overall driver-to-final ratio.,,Intermediate idlers affect direction and layout.,150,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-429,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,lever mechanical advantage,MECH-SYS,Multi-step Application,Easy,Free,English,,A lever has a 3.0 m effort arm and a 0.75 m load arm. Its ideal mechanical advantage is:,4,0.25,2,6,A,IMA=3.0/0.75=4.,3.0÷0.75=4,Longer effort arms multiply force.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-430,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,pulley support,MECH-SYS,Analysis/Evaluation,Easy,Free,English,,An ideal movable pulley is supported by four rope segments. Its ideal mechanical advantage is:,1,4,2,8,B,Four supporting segments share the load.,,Count only rope segments supporting the moving block.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-431,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,inclined plane,MECH-SYS,Analysis/Evaluation,Easy,Free,English,,An ideal ramp rises 1 m over a length of 5 m. Its ideal mechanical advantage is:,0.2,1,5,6,C,IMA=length/height=5/1=5.,,Longer ramps reduce required force at the cost of distance.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-432,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,screw pitch,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A screw with a smaller thread pitch generally requires:,fewer turns and more movement per turn,no torque,greater gravity,more turns but less input force for the same axial movement,D,Fine threads trade more rotation for greater force advantage and control.,,Smaller pitch increases mechanical advantage.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-433,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,wedge angle,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A sharper wedge usually provides greater force multiplication because it:,spreads the input displacement over a longer sloping surface,creates energy,has no friction,eliminates material resistance,A,A smaller wedge angle increases ideal mechanical advantage.,,Simple machines trade force for distance.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-434,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,wheel and axle,MECH-SYS,Multi-step Application,Easy,Free,English,,"If the wheel radius is 30 cm and axle radius is 5 cm, ideal mechanical advantage is:",5,6,25,35,B,IMA=30/5=6.,30÷5=6,Wheel-and-axle advantage is the radius ratio.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-435,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH1 — Simple Machines,machine efficiency,MECH-SYS,Multi-step Application,Easy,Free,English,,A machine receives 900 J and delivers 675 J of useful work. Its efficiency is:,25%,50%,75%,133%,C,675/900×100=75%.,675÷900×100=75%,Efficiency cannot exceed 100% for an ordinary passive machine.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-436,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",lever balance,MECH-DIAG,Multi-step Application,Easy,Free,English,W4-MECHLEV-089,What downward force on the right balances the lever shown?,24 N,30 N,60 N,40 N,D,"24×2.5=F×1.5, so F=40 N.",24×2.5=60 N·m | 60÷1.5=40 N,Set clockwise and counterclockwise torques equal.,115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-437,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",torque angle,MECH-SYS,Analysis/Evaluation,Easy,Free,English,,A force produces maximum torque when it acts:,perpendicular to the lever arm,parallel to the lever arm,through the pivot,with zero magnitude,A,τ=rFsinθ is greatest when θ=90°.,,Only the perpendicular force component produces turning effect.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-438,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",center of gravity,MECH-SYS,Analysis/Evaluation,Easy,Premium,English,,Adding heavy equipment near the bottom of a tall cabinet generally:,raises the center of gravity,improves stability,eliminates friction,reduces base width,B,Lowering the center of mass makes tipping less likely.,,Low center of mass and wide base improve stability.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-439,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",static equilibrium,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,A stationary beam can still rotate if:,net force and net torque are both zero,all forces act through the same point,net force is zero but net torque is not zero,its mass is zero,C,"Zero net force prevents translation, but a nonzero torque causes angular acceleration.",,Complete equilibrium requires both force and torque balance.,150,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-440,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",distributed load,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A uniform 600 N load spread over a 3 m beam can be represented by a single resultant acting at:,one end,one-third from the left only,outside the beam,the midpoint,D,The centroid of a uniform distribution is its midpoint.,,Replace distributed loads with equivalent resultants at their centroids.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-441,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",support reaction symmetry,MECH-SYS,Multi-step Application,Easy,Premium,English,,A centered 800 N load rests on a symmetric beam with two identical supports. Each support carries:,400 N,200 N,800 N,"1,600 N",A,Symmetry and vertical equilibrium divide the load equally.,800÷2=400,Use symmetry before detailed calculations.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-442,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",tipping threshold,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,A box starts to tip when the vertical line through its center of mass:,passes through the base center,moves beyond the edge of its support base,becomes parallel to the floor,equals the friction force,B,"Beyond the base edge, weight creates a tipping moment.",,The weight line must remain within the base for static stability.,150,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-443,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",force couple,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,Two equal opposite forces separated by a distance create:,a single larger force,zero force and zero torque always,zero net force but a nonzero torque,hydraulic pressure,C,The pair forms a couple that produces rotation without translation.,,A couple's moment is force times separation.,150,No calculator,False,Passed,Passed,Approved for Distribution
